fir_narrative,district,police_station,crime_location_type,date_of_crime,time_of_crime,day_of_week,season,reported_by,victim_gender,victim_age,accused_gender,accused_age,weapon_used,vehicle_involved,num_accused,relationship,ipc_section,crime_category,FIR_Quality_Score,Completeness,Consistency,Relevance
Robbers stormed a house and made away with cash and gold.,Kota,Station C,highway,2024-10-28,04:29:01,Monday,Spring,Police,Other,40,Male,60,knife,car,2,Friend,IPC 392 (Robbery),Robbery,1.0,0.0,0.0,1.004294514656067
The victim was attacked and killed using a gun at a highway.,Jaisalmer,Station C,highway,2024-11-15,18:28:14,Friday,Spring,Police,Female,69,Other,43,gun,auto,1,Neighbor,IPC 302 (Murder),Murder,1.11,0.0,0.0,1.114298701286316
Unknown suspects broke into a school and stole valuables.,Sirohi,Station A,school,2024-09-18,01:02:46,Wednesday,Spring,Victim,Male,19,Male,26,stick,auto,4,Neighbor,IPC 379 (Theft),Theft,0.89,0.0,0.0,0.8891729414463043
"An armed robbery took place at a highway, threatening the occupants.",Sirohi,Station A,highway,2024-12-04,07:12:18,Wednesday,Spring,Eyewitness,Other,78,Female,37,stick,scooter,3,Friend,IPC 392 (Robbery),Robbery,1.25,0.0,0.0,1.248801827430725
Pickpocketing occurred in a crowded market.,Didwana-Kuchaman,Station C,market,2024-11-01,02:04:29,Friday,Spring,Police,Female,13,Male,47,knife,scooter,2,Stranger,IPC 379 (Theft),Theft,0.77,0.0,0.0,0.7711847126483917
A rape case was registered involving a Acquaintance in an isolated residential area.,Beawar,Station A,residential area,2025-03-19,04:21:21,Wednesday,Summer,Relative,Male,80,Female,52,stick,scooter,3,Acquaintance,IPC 376 (Rape),Rape,2.25,0.8,0.0,1.4542447328567505
"A heated argument turned violent at the bus stop, injuring one person.",Jaisalmer,Station C,bus stop,2025-05-07,05:58:10,Wednesday,Spring,Victim,Female,57,Male,67,knife,auto,1,Neighbor,IPC 323 (Assault),Assault,0.73,0.0,0.0,0.7315022796392441
Police received a report of assault involving two individuals at a residential area.,Jhalawar,Station B,residential area,2024-09-23,04:18:23,Monday,Monsoon,Relative,Male,50,Other,53,gun,auto,2,Acquaintance,IPC 323 (Assault),Assault,1.18,0.0,0.0,1.1789687275886536
"A violent brawl broke out at a residential area, leading to serious injuries.",Deeg,Station C,residential area,2024-08-11,15:34:40,Sunday,Monsoon,Victim,Female,40,Other,15,stick,scooter,1,Relative,IPC 323 (Assault),Assault,1.02,0.0,0.0,1.0218038856983185
The accused physically assaulted the victim using a knife at a residential area.,Barmer,Station C,residential area,2025-02-26,09:04:36,Wednesday,Spring,Police,Other,11,Female,57,knife,car,4,Neighbor,IPC 323 (Assault),Assault,0.98,0.0,0.0,0.9764558672904968
A rape case was registered involving a Relative in an isolated park.,Bharatpur,Station A,park,2024-10-18,23:28:36,Friday,Spring,Police,Male,69,Female,17,knife,scooter,4,Relative,IPC 376 (Rape),Rape,1.42,0.0,0.0,1.4202199280261993
A gang of masked robbers looted a store at a market.,Sri Ganganagar,Station A,market,2025-01-18,21:33:02,Saturday,Monsoon,Relative,Male,71,Male,49,stick,scooter,3,Acquaintance,IPC 392 (Robbery),Robbery,1.07,0.0,0.0,1.0719397366046906
"A heated argument turned violent at the market, injuring one person.",Jhunjhunu,Station A,market,2025-01-12,17:24:51,Sunday,Winter,Eyewitness,Female,52,Male,56,knife,bike,5,Stranger,IPC 323 (Assault),Assault,0.64,0.0,0.0,0.63853320479393
The victim reported being sexually assaulted by a Relative in a bus stop.,Alwar,Station B,bus stop,2024-10-08,09:19:37,Tuesday,Winter,Victim,Other,46,Other,58,knife,bike,4,Relative,IPC 376 (Rape),Rape,0.85,0.0,0.0,0.8499226570129395
The accused forcibly entered the victim’s home and committed the crime.,Rajsamand,Station C,school,2024-10-18,23:25:12,Friday,Summer,Eyewitness,Other,56,Female,65,knife,bike,4,Neighbor,IPC 376 (Rape),Rape,1.05,0.0,0.0,1.0499506294727325
A rape case was registered involving a Acquaintance in an isolated park.,Karauli,Station B,park,2024-12-21,00:16:42,Saturday,Summer,Relative,Other,48,Other,70,stick,car,1,Acquaintance,IPC 376 (Rape),Rape,2.19,0.8,0.0,1.3853094577789307
A rape case was registered involving a Neighbor in an isolated residential area.,Ajmer,Station C,residential area,2025-02-18,21:04:03,Tuesday,Monsoon,Relative,Male,40,Male,21,stick,bike,5,Neighbor,IPC 376 (Rape),Rape,1.45,0.0,0.0,1.4459863901138306
Jewelry and cash were stolen from a bus stop during daytime.,Pali,Station C,bus stop,2024-09-08,13:04:30,Sunday,Summer,Relative,Other,70,Female,51,gun,scooter,1,Neighbor,IPC 379 (Theft),Theft,1.84,0.8,0.0,1.0364919304847717
A theft was reported where items were stolen from a bus stop.,Bhilwara,Station B,bus stop,2024-06-28,22:34:40,Friday,Monsoon,Eyewitness,Female,41,Other,21,bare hands,car,4,Stranger,IPC 379 (Theft),Theft,1.37,0.0,0.0,1.3653340637683868
The accused used a gun to fatally wound the victim at their residence.,Rajsamand,Station C,park,2024-09-27,08:44:01,Friday,Summer,Relative,Other,49,Other,24,gun,scooter,2,Neighbor,IPC 302 (Murder),Murder,1.08,0.0,0.0,1.083620309829712
A theft was reported where items were stolen from a market.,Bundi,Station C,market,2024-06-25,11:31:26,Tuesday,Winter,Eyewitness,Male,66,Male,18,knife,car,1,Friend,IPC 379 (Theft),Theft,1.36,0.0,0.0,1.3614492416381836
The victim reported being sexually assaulted by a Friend in a highway.,Tonk,Station C,highway,2024-09-04,19:01:39,Wednesday,Spring,Eyewitness,Male,11,Other,24,knife,car,5,Friend,IPC 376 (Rape),Rape,1.49,0.8,0.0,0.6909781694412231
The accused forcibly entered the victim’s home and committed the crime.,Sri Ganganagar,Station C,residential area,2024-09-27,10:51:18,Friday,Winter,Victim,Male,10,Female,45,bare hands,bike,1,Acquaintance,IPC 376 (Rape),Rape,1.05,0.0,0.0,1.0499506294727325
A rape case was registered involving a Neighbor in an isolated highway.,Churu,Station A,highway,2025-01-28,10:36:33,Tuesday,Summer,Victim,Male,68,Other,16,knife,auto,2,Neighbor,IPC 376 (Rape),Rape,1.3,0.0,0.0,1.2962080836296082
"A violent brawl broke out at a bus stop, leading to serious injuries.",Banswara,Station C,bus stop,2024-07-24,06:40:26,Wednesday,Spring,Eyewitness,Other,44,Other,44,gun,bike,1,Neighbor,IPC 323 (Assault),Assault,0.81,0.0,0.0,0.808120608329773
Eyewitnesses reported a fatal altercation involving a bare hands near the bus stop.,Jhalawar,Station B,bus stop,2024-06-23,17:53:59,Sunday,Monsoon,Eyewitness,Male,65,Other,69,bare hands,car,4,Neighbor,IPC 302 (Murder),Murder,0.79,0.0,0.0,0.7855892479419708
A gang of masked robbers looted a store at a bus stop.,Kotputli-Behror,Station C,bus stop,2025-03-31,04:06:49,Monday,Monsoon,Victim,Male,50,Female,38,stick,car,1,Friend,IPC 392 (Robbery),Robbery,1.05,0.0,0.0,1.0456640124320984
Pickpocketing occurred in a crowded school.,Phalodi,Station C,school,2025-05-28,07:27:46,Wednesday,Summer,Eyewitness,Other,69,Female,61,knife,car,3,Acquaintance,IPC 379 (Theft),Theft,0.71,0.0,0.0,0.707983061671257
A theft was reported where items were stolen from a highway.,Dungarpur,Station B,highway,2025-04-06,17:55:54,Sunday,Spring,Eyewitness,Male,75,Male,40,bare hands,car,4,Relative,IPC 379 (Theft),Theft,1.34,0.0,0.0,1.3367257118225098
The accused forcibly entered the victim’s home and committed the crime.,Kotputli-Behror,Station C,school,2025-01-01,10:20:15,Wednesday,Winter,Relative,Male,28,Other,41,gun,auto,3,Acquaintance,IPC 376 (Rape),Rape,1.05,0.0,0.0,1.0499506294727325
The victim was attacked from behind with a bare hands at a highway.,Sawai Madhopur,Station A,highway,2025-03-18,20:04:19,Tuesday,Winter,Relative,Female,72,Male,70,bare hands,bike,2,Friend,IPC 323 (Assault),Assault,0.85,0.0,0.0,0.8520320355892181
The victim’s vehicle was broken into and items were stolen.,Pali,Station C,school,2024-12-07,21:03:20,Saturday,Summer,Eyewitness,Other,24,Female,61,stick,auto,2,Stranger,IPC 379 (Theft),Theft,1.15,0.0,0.0,1.1471603214740753
The victim was attacked from behind with a gun at a bus stop.,Hanumangarh,Station B,bus stop,2025-02-18,21:21:58,Tuesday,Summer,Relative,Female,18,Other,40,gun,bike,4,Stranger,IPC 323 (Assault),Assault,0.8,0.0,0.0,0.8015328347682953
The victim was attacked and killed using a knife at a market.,Jaipur,Station B,market,2024-06-09,03:35:18,Sunday,Monsoon,Eyewitness,Other,80,Male,57,knife,auto,2,Friend,IPC 302 (Murder),Murder,1.24,0.0,0.0,1.2385053634643555
The victim was attacked and killed using a bare hands at a market.,Deeg,Station C,market,2024-06-29,13:34:21,Saturday,Summer,Relative,Male,49,Other,43,bare hands,scooter,2,Relative,IPC 302 (Murder),Murder,1.2,0.0,0.0,1.2031749486923218
A gang of masked robbers looted a store at a highway.,Kotputli-Behror,Station A,highway,2024-07-15,19:46:56,Monday,Summer,Relative,Female,28,Male,55,knife,car,1,Acquaintance,IPC 392 (Robbery),Robbery,0.98,0.0,0.0,0.9794159531593323
Jewelry and cash were stolen from a bus stop during daytime.,Alwar,Station A,bus stop,2024-11-20,13:08:10,Wednesday,Spring,Relative,Female,52,Other,52,knife,auto,2,Friend,IPC 379 (Theft),Theft,1.84,0.8,0.0,1.0364919304847717
Unknown suspects broke into a school and stole valuables.,Tonk,Station B,school,2025-01-25,03:45:12,Saturday,Monsoon,Relative,Male,80,Male,30,stick,scooter,5,Acquaintance,IPC 379 (Theft),Theft,0.89,0.0,0.0,0.8891729414463043
Pickpocketing occurred in a crowded school.,Beawar,Station C,school,2025-01-12,17:27:41,Sunday,Spring,Police,Male,59,Male,55,gun,car,3,Friend,IPC 379 (Theft),Theft,0.71,0.0,0.0,0.707983061671257
The accused used a knife to fatally wound the victim at their residence.,Khairthal-Tijara,Station A,school,2024-12-05,08:44:49,Thursday,Winter,Eyewitness,Male,15,Other,67,knife,scooter,5,Stranger,IPC 302 (Murder),Murder,1.03,0.0,0.0,1.030611366033554
A rape case was registered involving a Acquaintance in an isolated school.,Udaipur,Station B,school,2025-02-17,07:30:09,Monday,Spring,Victim,Other,16,Female,57,bare hands,auto,2,Acquaintance,IPC 376 (Rape),Rape,2.11,0.8,0.0,1.313967525959015
Jewelry and cash were stolen from a residential area during daytime.,Tonk,Station B,residential area,2025-05-11,10:36:42,Sunday,Spring,Eyewitness,Female,19,Other,53,knife,bike,5,Acquaintance,IPC 379 (Theft),Theft,1.86,0.8,0.0,1.0628212094306946
The accused forcefully snatched the victim's belongings and fled on a car.,Deeg,Station A,market,2024-11-22,10:37:20,Friday,Spring,Eyewitness,Female,60,Female,69,knife,car,1,Relative,IPC 392 (Robbery),Robbery,0.78,0.0,0.0,0.7772024273872375
The victim’s vehicle was broken into and items were stolen.,Didwana-Kuchaman,Station C,park,2024-08-02,07:55:59,Friday,Spring,Eyewitness,Other,79,Female,27,bare hands,scooter,5,Stranger,IPC 379 (Theft),Theft,1.15,0.0,0.0,1.1471603214740753
The accused forcibly entered the victim’s home and committed the crime.,Udaipur,Station C,school,2025-02-23,03:55:14,Sunday,Summer,Police,Male,80,Female,59,stick,bike,4,Friend,IPC 376 (Rape),Rape,1.05,0.0,0.0,1.0499506294727325
Unknown suspects broke into a bus stop and stole valuables.,Barmer,Station B,bus stop,2024-10-23,22:27:16,Wednesday,Spring,Police,Male,43,Other,60,gun,bike,4,Stranger,IPC 379 (Theft),Theft,0.98,0.0,0.0,0.9772862792015076
A local resident was found murdered in a school under mysterious circumstances.,Rajsamand,Station C,school,2024-09-20,09:32:09,Friday,Monsoon,Eyewitness,Male,41,Other,67,bare hands,scooter,4,Stranger,IPC 302 (Murder),Murder,0.84,0.0,0.0,0.8356472253799438
The accused physically assaulted the victim using a gun at a park.,Jhalawar,Station A,park,2025-04-27,05:52:22,Sunday,Summer,Police,Female,61,Female,42,gun,auto,5,Stranger,IPC 323 (Assault),Assault,0.9,0.0,0.0,0.9006034433841705
Unknown suspects broke into a school and stole valuables.,Chittorgarh,Station C,school,2025-02-27,23:58:49,Thursday,Monsoon,Eyewitness,Male,42,Male,40,stick,auto,4,Friend,IPC 379 (Theft),Theft,0.89,0.0,0.0,0.8891729414463043
The victim was attacked and killed using a bare hands at a residential area.,Phalodi,Station B,residential area,2025-05-10,06:10:25,Saturday,Monsoon,Victim,Other,24,Other,39,bare hands,car,5,Relative,IPC 302 (Murder),Murder,1.35,0.0,0.0,1.348424881696701
"A violent brawl broke out at a highway, leading to serious injuries.",Pali,Station C,highway,2024-07-20,17:37:10,Saturday,Winter,Victim,Other,72,Other,21,gun,car,5,Stranger,IPC 323 (Assault),Assault,0.89,0.0,0.0,0.8907482028007507
The victim reported being sexually assaulted by a Stranger in a park.,Sikar,Station A,park,2024-10-07,20:28:46,Monday,Monsoon,Victim,Other,80,Female,60,gun,scooter,2,Stranger,IPC 376 (Rape),Rape,0.91,0.0,0.0,0.9094938039779663
A gang of masked robbers looted a store at a school.,Baran,Station B,school,2025-03-30,05:31:11,Sunday,Winter,Victim,Female,27,Other,37,gun,bike,5,Stranger,IPC 392 (Robbery),Robbery,0.9,0.0,0.0,0.9016091823577881
The victim’s vehicle was broken into and items were stolen.,Salumbar,Station B,school,2025-03-04,18:13:04,Tuesday,Spring,Victim,Other,49,Male,19,knife,bike,3,Acquaintance,IPC 379 (Theft),Theft,1.15,0.0,0.0,1.1471603214740753
The victim was attacked and killed using a stick at a school.,Jhunjhunu,Station B,school,2025-02-24,02:43:30,Monday,Spring,Eyewitness,Male,48,Female,64,stick,car,5,Stranger,IPC 302 (Murder),Murder,1.08,0.0,0.0,1.0813423991203308
The accused used a bare hands to fatally wound the victim at their residence.,Balotra,Station C,market,2025-01-31,03:07:49,Friday,Winter,Eyewitness,Female,26,Female,40,bare hands,auto,3,Friend,IPC 302 (Murder),Murder,0.99,0.0,0.0,0.9882590174674988
Pickpocketing occurred in a crowded market.,Kotputli-Behror,Station A,market,2024-06-08,09:06:43,Saturday,Spring,Police,Male,32,Female,24,bare hands,bike,1,Neighbor,IPC 379 (Theft),Theft,0.77,0.0,0.0,0.7711847126483917
Unknown suspects broke into a market and stole valuables.,Baran,Station A,market,2025-04-24,23:17:15,Thursday,Summer,Relative,Male,52,Female,18,knife,auto,5,Neighbor,IPC 379 (Theft),Theft,1.06,0.0,0.0,1.062130630016327
Pickpocketing occurred in a crowded bus stop.,Sri Ganganagar,Station A,bus stop,2024-09-26,02:11:16,Thursday,Monsoon,Eyewitness,Other,51,Other,47,bare hands,scooter,5,Relative,IPC 379 (Theft),Theft,0.76,0.0,0.0,0.762970894575119
The victim’s vehicle was broken into and items were stolen.,Alwar,Station A,school,2025-04-13,04:42:55,Sunday,Winter,Relative,Other,34,Female,22,bare hands,auto,5,Stranger,IPC 379 (Theft),Theft,1.15,0.0,0.0,1.1471603214740753
The accused used a bare hands to fatally wound the victim at their residence.,Pratapgarh,Station B,park,2024-12-31,08:14:08,Tuesday,Summer,Eyewitness,Male,21,Other,60,bare hands,auto,4,Relative,IPC 302 (Murder),Murder,0.99,0.0,0.0,0.9882590174674988
The victim was attacked from behind with a bare hands at a park.,Chittorgarh,Station A,park,2024-07-03,21:14:31,Wednesday,Winter,Eyewitness,Other,46,Female,41,bare hands,auto,5,Acquaintance,IPC 323 (Assault),Assault,0.81,0.0,0.0,0.8075890839099884
An incident of rape was reported where the accused lured the victim to a market.,Alwar,Station C,market,2024-11-12,09:32:34,Tuesday,Spring,Relative,Male,73,Female,54,gun,scooter,1,Neighbor,IPC 376 (Rape),Rape,1.27,0.0,0.0,1.2740156650543213
The victim was abducted and raped in a moving vehicle by unknown individuals.,Pratapgarh,Station A,highway,2024-12-20,05:29:24,Friday,Spring,Police,Male,38,Male,58,knife,car,3,Stranger,IPC 376 (Rape),Rape,1.08,0.0,0.0,1.0808066725730896
The accused used a gun to fatally wound the victim at their residence.,Sri Ganganagar,Station B,residential area,2025-04-22,14:36:14,Tuesday,Winter,Eyewitness,Other,48,Female,18,gun,bike,5,Friend,IPC 302 (Murder),Murder,1.08,0.0,0.0,1.083620309829712
The victim was abducted and raped in a moving vehicle by unknown individuals.,Deeg,Station B,highway,2025-05-08,17:04:47,Thursday,Monsoon,Eyewitness,Male,38,Female,29,gun,scooter,2,Relative,IPC 376 (Rape),Rape,1.08,0.0,0.0,1.0808066725730896
"A violent brawl broke out at a market, leading to serious injuries.",Pali,Station A,market,2024-12-14,19:57:12,Saturday,Winter,Relative,Other,64,Male,25,stick,scooter,5,Relative,IPC 323 (Assault),Assault,0.79,0.0,0.0,0.79172283411026
"A violent brawl broke out at a highway, leading to serious injuries.",Jalore,Station B,highway,2024-10-21,11:34:57,Monday,Winter,Relative,Male,52,Male,30,knife,car,4,Friend,IPC 323 (Assault),Assault,0.89,0.0,0.0,0.8907482028007507
The victim was attacked and killed using a knife at a bus stop.,Didwana-Kuchaman,Station B,bus stop,2024-10-24,22:56:40,Thursday,Monsoon,Victim,Other,43,Male,29,knife,auto,3,Acquaintance,IPC 302 (Murder),Murder,1.2,0.0,0.0,1.1957253813743591
The victim was abducted and raped in a moving vehicle by unknown individuals.,Bundi,Station B,park,2024-10-28,04:01:27,Monday,Spring,Victim,Male,37,Female,31,bare hands,scooter,5,Acquaintance,IPC 376 (Rape),Rape,1.08,0.0,0.0,1.0808066725730896
A theft was reported where items were stolen from a school.,Banswara,Station C,school,2025-04-15,19:22:34,Tuesday,Spring,Police,Female,23,Male,39,knife,auto,4,Neighbor,IPC 379 (Theft),Theft,1.14,0.0,0.0,1.142613708972931
Pickpocketing occurred in a crowded park.,Udaipur,Station B,park,2024-11-08,11:26:37,Friday,Monsoon,Eyewitness,Female,58,Female,40,knife,auto,5,Neighbor,IPC 379 (Theft),Theft,0.81,0.0,0.0,0.8108842670917511
A rape case was registered involving a Neighbor in an isolated park.,Phalodi,Station C,park,2025-04-06,15:49:18,Sunday,Spring,Police,Male,19,Female,65,knife,scooter,3,Neighbor,IPC 376 (Rape),Rape,1.35,0.0,0.0,1.3471648693084717
Police received a report of assault involving two individuals at a residential area.,Salumbar,Station A,residential area,2024-07-03,09:37:23,Wednesday,Winter,Eyewitness,Female,33,Other,45,gun,bike,5,Neighbor,IPC 323 (Assault),Assault,1.18,0.0,0.0,1.1789687275886536
The accused physically assaulted the victim using a gun at a highway.,Kotputli-Behror,Station C,highway,2024-07-23,21:54:55,Tuesday,Winter,Victim,Female,29,Female,59,gun,bike,1,Friend,IPC 323 (Assault),Assault,0.91,0.0,0.0,0.9104351699352264
The accused physically assaulted the victim using a gun at a residential area.,Kota,Station B,residential area,2025-03-01,00:42:31,Saturday,Monsoon,Eyewitness,Male,37,Male,38,gun,car,3,Relative,IPC 323 (Assault),Assault,1.01,0.0,0.0,1.0143404603004456
The accused forcibly entered the victim’s home and committed the crime.,Dholpur,Station B,school,2025-02-08,20:19:51,Saturday,Monsoon,Police,Other,47,Female,45,gun,bike,4,Acquaintance,IPC 376 (Rape),Rape,1.05,0.0,0.0,1.0499506294727325
Jewelry and cash were stolen from a residential area during daytime.,Kotputli-Behror,Station C,residential area,2024-11-21,21:56:38,Thursday,Monsoon,Eyewitness,Female,41,Other,17,knife,bike,3,Friend,IPC 379 (Theft),Theft,1.86,0.8,0.0,1.0628212094306946
